"","Participant","Run","Block","Trial","Condition","Image","RestImage","ConditionOnset","ConditionResposne","ConditionRt"
"SON2_014.80","2014",1,80,80,"negative","42M_F.png","Context004.jpg",244.3787,"7&",0.5554
"SON2_014.81","2014",1,81,81,"negative","02F_F.png","Context004.jpg",246.424,"1!",0.6143
"SON2_014.82","2014",1,82,82,"positive","36M_H.png","Context004.jpg",248.4692,"1!",0.4651
"SON2_014.83","2014",1,83,83,"neutral","19F_N.png","Context004.jpg",250.5143,"7&",0.6679
"SON2_014.84","2014",1,84,84,"negative","11F_F.png","Context004.jpg",252.5595,"7&",0.5027
"SON2_014.85","2014",1,85,85,"positive","35M_H.png","Context004.jpg",254.6047,"1!",0.4975
"SON2_014.86","2014",1,86,86,"neutral","35M_N.png","Context004.jpg",256.6499,"1!",0.7243
"SON2_014.87","2014",1,87,87,"neutral","12F_N.png","Context004.jpg",258.6951,"7&",0.5272
"SON2_014.88","2014",1,88,88,"positive","39M_H.png","Context004.jpg",260.7402,"7&",0.65
"SON2_014.89","2014",1,89,89,"positive","40M_H.png","Context004.jpg",262.7854,"1!",0.5808
"SON2_014.90","2014",1,90,90,"negative","23M_F.png","Context004.jpg",264.8306,"",NA
"SON2_014.91","2014",1,91,91,"positive","21M_H.png","Context004.jpg",266.8758,"1!",0.8029
"SON2_014.92","2014",1,92,92,"positive","24M_H.png","Context004.jpg",268.9209,"7&",0.7098
"SON2_014.93","2014",1,93,93,"neutral","20M_N.png","Context004.jpg",270.9661,"1!",0.5846
"SON2_014.94","2014",1,94,94,"negative","36M_F.png","Context004.jpg",273.0113,"1!",0.5794
"SON2_014.95","2014",1,95,95,"positive","34M_H.png","Context004.jpg",275.0565,"1!",0.6142
"SON2_014.96","2014",1,96,96,"neutral","21M_N.png","Context004.jpg",277.1016,"1!",0.6251
"SON2_014.97","2014",1,97,97,"positive","10F_H.png","Context004.jpg",279.1469,"",NA
"SON2_014.98","2014",1,98,98,"neutral","10F_N.png","Context004.jpg",281.192,"1!",0.6151
"SON2_014.99","2014",1,99,99,"positive","37M_H.png","Context004.jpg",283.2372,"7&",0.6739
"SON2_014.100","2014",1,100,100,"neutral","13F_N.png","Context004.jpg",285.2823,"7&",0.5007
"SON2_014.101","2014",1,101,101,"positive","29M_H.png","Context004.jpg",287.3276,"1!",0.5595
"SON2_014.102","2014",1,102,102,"positive","03F_H.png","Context004.jpg",289.3727,"7&",0.8423
"SON2_014.103","2014",1,103,103,"positive","31M_H.png","Context004.jpg",291.4179,"7&",0.7332
"SON2_014.104","2014",1,104,104,"neutral","32M_N.png","Context004.jpg",293.4631,"1!",0.68
"SON2_014.105","2014",1,105,105,"positive","27M_H.png","Context004.jpg",295.5083,"7&",0.6028
"SON2_014.106","2014",1,106,106,"neutral","39M_N.png","Context004.jpg",297.5368,"1!",0.4783
"SON2_014.107","2014",1,107,107,"neutral","15F_N.png","Context004.jpg",299.582,"1!",0.9291
"SON2_014.108","2014",1,108,108,"negative","24M_F.png","Context004.jpg",301.6271,"7&",0.9318
"SON2_014.109","2014",1,109,109,"negative","28M_F.png","Context004.jpg",303.6724,"1!",0.6948
"SON2_014.110","2014",1,110,110,"positive","06F_H.png","Context004.jpg",305.7008,"7&",0.4982
"SON2_014.111","2014",1,111,111,"positive","13F_H.png","Context004.jpg",307.7461,"7&",0.661
"SON2_014.112","2014",1,112,112,"neutral","02F_N.png","Context004.jpg",309.7746,"7&",0.6164
"SON2_014.113","2014",1,113,113,"positive","41M_H.png","Context004.jpg",311.8198,"7&",0.6433
"SON2_014.114","2014",1,114,114,"negative","03F_F.png","Context004.jpg",313.865,"7&",0.598
"SON2_014.115","2014",1,115,115,"positive","23M_H.png","Context004.jpg",315.9101,"7&",0.8569
"SON2_014.116","2014",1,116,116,"negative","43M_F.png","Context004.jpg",317.9554,"7&",0.8117
"SON2_014.117","2014",1,117,117,"neutral","18F_N.png","Context004.jpg",319.9839,"1!",0.5752
"SON2_014.118","2014",1,118,118,"negative","06F_F.png","Context004.jpg",322.0124,"1!",0.6186
"SON2_014.119","2014",1,119,119,"neutral","05F_N.png","Context004.jpg",324.041,"1!",0.5501
"SON2_014.120","2014",1,120,120,"neutral","25M_N.png","Context004.jpg",326.0862,"1!",0.5288
"SON2_014.121","2014",1,121,121,"negative","32M_F.png","Context004.jpg",328.1314,"1!",0.5317
"SON2_014.122","2014",1,122,122,"positive","19F_H.png","Context004.jpg",330.1765,"7&",0.5665
"SON2_014.123","2014",1,123,123,"neutral","36M_N.png","Context004.jpg",332.2218,"1!",0.4654
"SON2_014.124","2014",1,124,124,"negative","20M_F.png","Context004.jpg",334.2669,"1!",0.4842
"SON2_014.125","2014",1,125,125,"negative","14F_F.png","Context004.jpg",336.3121,"1!",0.583
"SON2_014.126","2014",1,126,126,"negative","41M_F.png","Context004.jpg",338.3572,"7&",0.5858
"SON2_013.1","13",1,1,1,"negative","26M_F.png","Context001.jpg",5007.8581,"1!",1.762
"SON2_013.2","13",1,2,2,"neutral","24M_N.png","Context002.jpg",5009.9036,"7&",1.1889
"SON2_013.3","13",1,3,3,"positive","07F_H.png","Context003.jpg",5011.9489,"7&",1.1278
"SON2_013.4","13",1,4,4,"positive","11F_H.png","Context004.jpg",5013.9934,"7&",1.2506
"SON2_013.5","13",1,5,5,"neutral","28M_N.png","Context001.jpg",5016.0385,"1!",1.1734
"SON2_013.6","13",1,6,6,"negative","22M_F.png","Context002.jpg",5018.0839,"7&",1.6722
"SON2_013.7","13",1,7,7,"neutral","11F_N.png","Context003.jpg",5020.1289,"7&",1.3551
"SON2_013.8","13",1,8,8,"positive","16F_H.png","Context004.jpg",5022.1741,"1!",0.8938
"SON2_013.9","13",1,9,9,"neutral","33M_N.png","Context004.jpg",5024.2196,"1!",0.9047
"SON2_013.10","13",1,10,10,"positive","09F_H.png","Context004.jpg",5026.2644,"1!",1.0516
"SON2_013.11","13",1,11,11,"negative","15F_F.png","Context004.jpg",5028.3096,"1!",0.7663
"SON2_013.12","13",1,12,12,"positive","05F_H.png","Context004.jpg",5030.3549,"1!",0.8571
"SON2_013.13","13",1,13,13,"negative","38M_F.png","Context004.jpg",5032.4001,"1!",0.9239
"SON2_013.14","13",1,14,14,"negative","30M_F.png","Context004.jpg",5034.445,"1!",0.8388
"SON2_013.15","13",1,15,15,"negative","17F_F.png","Context004.jpg",5036.4903,"1!",1.8016
"SON2_013.16","13",1,16,16,"positive","08F_H.png","Context004.jpg",5038.5355,"",NA
"SON2_013.17","13",1,17,17,"negative","29M_F.png","Context004.jpg",5040.5807,"1!",-0.0246
"SON2_013.18","13",1,18,18,"neutral","08F_N.png","Context004.jpg",5042.626,"1!",0.7381
"SON2_013.19","13",1,19,19,"negative","33M_F.png","Context004.jpg",5044.6711,"1!",1.0211
"SON2_013.20","13",1,20,20,"negative","31M_F.png","Context004.jpg",5046.7172,"1!",0.7677
"SON2_013.21","13",1,21,21,"negative","37M_F.png","Context004.jpg",5048.7615,"1!",0.9385
"SON2_013.22","13",1,22,22,"neutral","22M_N.png","Context004.jpg",5050.8072,"7&",0.9015
"SON2_013.23","13",1,23,23,"neutral","37M_N.png","Context004.jpg",5052.8518,"1!",0.7442
"SON2_013.24","13",1,24,24,"positive","20M_H.png","Context004.jpg",5054.8969,"7&",0.859
"SON2_013.25","13",1,25,25,"neutral","31M_N.png","Context004.jpg",5056.9421,"1!",0.8539
"SON2_013.26","13",1,26,26,"positive","01F_H.png","Context004.jpg",5058.9873,"1!",0.7367
"SON2_013.27","13",1,27,27,"positive","22M_H.png","Context004.jpg",5061.0328,"7&",0.843
"SON2_013.28","13",1,28,28,"neutral","41M_N.png","Context004.jpg",5063.0777,"7&",0.8142
"SON2_013.29","13",1,29,29,"neutral","06F_N.png","Context004.jpg",5065.1058,"1!",1.1539
"SON2_013.30","13",1,30,30,"positive","43M_H.png","Context004.jpg",5067.1515,"7&",0.7806
"SON2_013.31","13",1,31,31,"positive","02F_H.png","Context004.jpg",5069.1967,"1!",0.7114
"SON2_013.32","13",1,32,32,"neutral","16F_N.png","Context004.jpg",5071.2418,"1!",0.5862
"SON2_013.33","13",1,33,33,"positive","32M_H.png","Context004.jpg",5073.2868,"1!",0.661
"SON2_013.34","13",1,34,34,"positive","17F_H.png","Context004.jpg",5075.3322,"7&",0.8878
"SON2_013.35","13",1,35,35,"positive","33M_H.png","Context004.jpg",5077.3773,"1!",1.3386
"SON2_013.36","13",1,36,36,"negative","21M_F.png","Context004.jpg",5079.4225,"1!",1.3175
"SON2_013.37","13",1,37,37,"neutral","01F_N.png","Context004.jpg",5081.4678,"1!",0.9043
"SON2_013.38","13",1,38,38,"negative","08F_F.png","Context004.jpg",5083.5134,"1!",0.7954
"SON2_013.39","13",1,39,39,"neutral","43M_N.png","Context004.jpg",5085.558,"7&",0.79
"SON2_013.40","13",1,40,40,"negative","12F_F.png","Context004.jpg",5087.6031,"1!",0.7448
"SON2_013.41","13",1,41,41,"neutral","27M_N.png","Context004.jpg",5089.649,"1!",0.7637
"SON2_013.42","13",1,42,42,"neutral","14F_N.png","Context004.jpg",5091.6936,"1!",0.6864
"SON2_013.43","13",1,43,43,"positive","30M_H.png","Context004.jpg",5093.7385,"1!",1.3293
"SON2_013.44","13",1,44,44,"neutral","03F_N.png","Context004.jpg",5095.7839,"1!",1.652
"SON2_013.45","13",1,45,45,"neutral","23M_N.png","Context004.jpg",5097.8291,"7&",0.8224
"SON2_013.46","13",1,46,46,"negative","40M_F.png","Context004.jpg",5099.8745,"1!",0.6737
"SON2_013.47","13",1,47,47,"positive","25M_H.png","Context004.jpg",5101.9195,"1!",0.7245
"SON2_013.48","13",1,48,48,"negative","13F_F.png","Context004.jpg",5103.9645,"1!",0.7435
"SON2_013.49","13",1,49,49,"neutral","40M_N.png","Context004.jpg",5106.0098,"1!",0.5862
"SON2_013.50","13",1,50,50,"negative","09F_F.png","Context004.jpg",5108.0673,"1!",0.5565
"SON2_013.51","13",1,51,51,"negative","16F_F.png","Context004.jpg",5110.1168,"1!",0.4792
"SON2_013.52","13",1,52,52,"neutral","26M_N.png","Context004.jpg",5112.162,"1!",0.618
"SON2_013.53","13",1,53,53,"neutral","07F_N.png","Context004.jpg",5114.2079,"1!",0.5967
"SON2_013.54","13",1,54,54,"negative","35M_F.png","Context004.jpg",5116.2533,"1!",0.4076
"SON2_013.55","13",1,55,55,"neutral","17F_N.png","Context004.jpg",5118.2976,"1!",0.6025
"SON2_013.56","13",1,56,56,"neutral","38M_N.png","Context004.jpg",5120.3427,"1!",0.6133
"SON2_013.57","13",1,57,57,"positive","18F_H.png","Context004.jpg",5122.388,"1!",0.4961
"SON2_013.58","13",1,58,58,"negative","39M_F.png","Context004.jpg",5124.4331,"7&",1.0669
"SON2_013.59","13",1,59,59,"negative","27M_F.png","Context004.jpg",5126.4781,"1!",0.5337
"SON2_013.60","13",1,60,60,"positive","26M_H.png","Context004.jpg",5128.5234,"1!",0.5206
"SON2_013.61","13",1,61,61,"negative","10F_F.png","Context004.jpg",5130.5686,"1!",0.5633
"SON2_013.62","13",1,62,62,"positive","28M_H.png","Context004.jpg",5132.6143,"1!",0.5742
"SON2_013.63","13",1,63,63,"neutral","29M_N.png","Context004.jpg",5134.659,"1!",0.665
"SON2_013.64","13",1,64,64,"negative","19F_F.png","Context004.jpg",5136.7041,"1!",0.6278
"SON2_013.65","13",1,65,65,"negative","18F_F.png","Context004.jpg",5138.75,"1!",0.6788
"SON2_013.66","13",1,66,66,"positive","12F_H.png","Context004.jpg",5140.7945,"1!",0.6735
"SON2_013.67","13",1,67,67,"positive","14F_H.png","Context004.jpg",5142.8397,"1!",0.5403
"SON2_013.68","13",1,68,68,"neutral","42M_N.png","Context004.jpg",5144.885,"7&",0.8311
"SON2_013.69","13",1,69,69,"neutral","34M_N.png","Context004.jpg",5146.93,"1!",0.89
"SON2_013.70","13",1,70,70,"negative","34M_F.png","Context004.jpg",5148.9752,"1!",0.6368
"SON2_013.71","13",1,71,71,"positive","42M_H.png","Context004.jpg",5151.0206,"7&",0.7196
"SON2_013.72","13",1,72,72,"negative","01F_F.png","Context004.jpg",5153.0656,"1!",0.6104
"SON2_013.73","13",1,73,73,"negative","05F_F.png","Context004.jpg",5155.1106,"1!",0.6132
"SON2_013.74","13",1,74,74,"negative","07F_F.png","Context004.jpg",5157.1559,"1!",1.016
"SON2_013.75","13",1,75,75,"neutral","09F_N.png","Context004.jpg",5159.2011,"1!",1.035
"SON2_013.76","13",1,76,76,"negative","25M_F.png","Context004.jpg",5161.2463,"1!",0.9337
"SON2_013.77","13",1,77,77,"positive","38M_H.png","Context004.jpg",5163.2913,"1!",0.6086
"SON2_013.78","13",1,78,78,"neutral","30M_N.png","Context004.jpg",5165.3371,"1!",0.4913
"SON2_013.79","13",1,79,79,"positive","15F_H.png","Context004.jpg",5167.6647,"7&",1.0995
"SON2_013.80","13",1,80,80,"negative","42M_F.png","Context004.jpg",5169.7428,"7&",1.5571
"SON2_013.81","13",1,81,81,"negative","02F_F.png","Context004.jpg",5171.8218,"1!",0.6786
"SON2_013.82","13",1,82,82,"positive","36M_H.png","Context004.jpg",5173.8998,"7&",0.8962
"SON2_013.83","13",1,83,83,"neutral","19F_N.png","Context004.jpg",5175.9785,"1!",0.6017
"SON2_013.84","13",1,84,84,"negative","11F_F.png","Context004.jpg",5178.0566,"7&",0.7393
"SON2_013.85","13",1,85,85,"positive","35M_H.png","Context004.jpg",5180.1182,"1!",0.6615
"SON2_013.86","13",1,86,86,"neutral","35M_N.png","Context004.jpg",5182.1636,"",NA
"SON2_013.87","13",1,87,87,"neutral","12F_N.png","Context004.jpg",5184.2255,"1!",0.7385
"SON2_013.88","13",1,88,88,"positive","39M_H.png","Context004.jpg",5186.3039,"7&",0.748
"SON2_013.89","13",1,89,89,"positive","40M_H.png","Context004.jpg",5188.3823,"1!",0.5496
"SON2_013.90","13",1,90,90,"negative","23M_F.png","Context004.jpg",5190.4609,"7&",1.1668
"SON2_013.91","13",1,91,91,"positive","21M_H.png","Context004.jpg",5192.5394,"7&",1.0728
"SON2_013.92","13",1,92,92,"positive","24M_H.png","Context004.jpg",5194.6008,"7&",1.019
"SON2_013.93","13",1,93,93,"neutral","20M_N.png","Context004.jpg",5196.6794,"1!",0.8685
"SON2_013.94","13",1,94,94,"negative","36M_F.png","Context004.jpg",5198.7584,"1!",1.0782
"SON2_013.95","13",1,95,95,"positive","34M_H.png","Context004.jpg",5200.8363,"1!",0.6716
"SON2_013.96","13",1,96,96,"neutral","21M_N.png","Context004.jpg",5202.9147,"7&",1.0492
"SON2_013.97","13",1,97,97,"positive","10F_H.png","Context004.jpg",5204.9933,"1!",0.6908
"SON2_013.98","13",1,98,98,"neutral","10F_N.png","Context004.jpg",5207.0716,"1!",0.7163
"SON2_013.99","13",1,99,99,"positive","37M_H.png","Context004.jpg",5209.15,"7&",1.0379
"SON2_013.100","13",1,100,100,"neutral","13F_N.png","Context004.jpg",5211.2283,"1!",0.5515
"SON2_013.101","13",1,101,101,"positive","29M_H.png","Context004.jpg",5213.3568,"7&",0.8552
"SON2_013.102","13",1,102,102,"positive","03F_H.png","Context004.jpg",5215.4352,"1!",1.2167
"SON2_013.103","13",1,103,103,"positive","31M_H.png","Context004.jpg",5217.5137,"1!",0.9703
"SON2_013.104","13",1,104,104,"neutral","32M_N.png","Context004.jpg",5219.5921,"1!",0.7399
"SON2_013.105","13",1,105,105,"positive","27M_H.png","Context004.jpg",5221.6707,"1!",0.5494
"SON2_013.106","13",1,106,106,"neutral","39M_N.png","Context004.jpg",5223.7489,"7&",0.799
"SON2_013.107","13",1,107,107,"neutral","15F_N.png","Context004.jpg",5225.8274,"1!",0.6086
"SON2_013.108","13",1,108,108,"negative","24M_F.png","Context004.jpg",5227.9064,"1!",0.8183
"SON2_013.109","13",1,109,109,"negative","28M_F.png","Context004.jpg",5229.9843,"1!",0.6597
"SON2_013.110","13",1,110,110,"positive","06F_H.png","Context004.jpg",5232.0631,"7&",1.0213
"SON2_013.111","13",1,111,111,"positive","13F_H.png","Context004.jpg",5234.1249,"1!",1.0875
"SON2_013.112","13",1,112,112,"neutral","02F_N.png","Context004.jpg",5236.203,"1!",1.953
"SON2_013.113","13",1,113,113,"positive","41M_H.png","Context004.jpg",5238.2873,"1!",1.3137
"SON2_013.114","13",1,114,114,"negative","03F_F.png","Context004.jpg",5240.3264,"1!",0.6614
"SON2_013.115","13",1,115,115,"positive","23M_H.png","Context004.jpg",5242.405,"7&",0.799
"SON2_013.116","13",1,116,116,"negative","43M_F.png","Context004.jpg",5244.4841,"7&",0.8886
"SON2_013.117","13",1,117,117,"neutral","18F_N.png","Context004.jpg",5246.5619,"7&",0.8661
"SON2_013.118","13",1,118,118,"negative","06F_F.png","Context004.jpg",5248.6236,"1!",0.6923
"SON2_013.119","13",1,119,119,"neutral","05F_N.png","Context004.jpg",5250.7021,"1!",0.5339
"SON2_013.120","13",1,120,120,"neutral","25M_N.png","Context004.jpg",5252.7805,"1!",0.7914
"SON2_013.121","13",1,121,121,"negative","32M_F.png","Context004.jpg",5254.8588,"1!",0.6971
"SON2_013.122","13",1,122,122,"positive","19F_H.png","Context004.jpg",5256.921,"1!",0.5866
"SON2_013.123","13",1,123,123,"neutral","36M_N.png","Context004.jpg",5258.9992,"1!",0.7728
"SON2_013.124","13",1,124,124,"negative","20M_F.png","Context004.jpg",5261.0775,"1!",0.8943
"SON2_013.125","13",1,125,125,"negative","14F_F.png","Context004.jpg",5263.1561,"1!",0.5119
"SON2_013.126","13",1,126,126,"negative","41M_F.png","Context004.jpg",5265.2183,"7&",0.6734
"SON2_012.1","2012",1,1,1,"negative","26M_F.png","Context001.jpg",20.1197,"1!",1.1994
"SON2_012.2","2012",1,2,2,"neutral","24M_N.png","Context002.jpg",22.1653,"1!",1.4825
"SON2_012.3","2012",1,3,3,"positive","07F_H.png","Context003.jpg",24.2096,"7&",0.8769
"SON2_012.4","2012",1,4,4,"positive","11F_H.png","Context004.jpg",26.2551,"7&",0.7518
"SON2_012.5","2012",1,5,5,"neutral","28M_N.png","Context001.jpg",28.3001,"1!",0.9146
"SON2_012.6","2012",1,6,6,"negative","22M_F.png","Context002.jpg",30.3456,"7&",1.0213
"SON2_012.7","2012",1,7,7,"neutral","11F_N.png","Context003.jpg",32.3905,"7&",0.8162
"SON2_012.8","2012",1,8,8,"positive","16F_H.png","Context004.jpg",34.4357,"1!",0.8911
"SON2_012.9","2012",1,9,9,"neutral","33M_N.png","Context004.jpg",36.5142,"1!",0.6846
"SON2_012.10","2012",1,10,10,"positive","09F_H.png","Context004.jpg",38.5928,"7&",1.2701
"SON2_012.11","2012",1,11,11,"negative","15F_F.png","Context004.jpg",40.6709,"1!",0.7597
"SON2_012.12","2012",1,12,12,"positive","05F_H.png","Context004.jpg",42.7491,"1!",0.9929
"SON2_012.13","2012",1,13,13,"negative","38M_F.png","Context004.jpg",44.8278,"1!",1.0429
"SON2_012.14","2012",1,14,14,"negative","30M_F.png","Context004.jpg",46.9064,"1!",1.7964
"SON2_012.15","2012",1,15,15,"negative","17F_F.png","Context004.jpg",48.9683,"1!",1.3587
"SON2_012.16","2012",1,16,16,"positive","08F_H.png","Context004.jpg",51.0465,"1!",1.2482
"SON2_012.17","2012",1,17,17,"negative","29M_F.png","Context004.jpg",53.1249,"1!",0.6818
"SON2_012.18","2012",1,18,18,"neutral","08F_N.png","Context004.jpg",55.204,"1!",0.7715
"SON2_012.19","2012",1,19,19,"negative","33M_F.png","Context004.jpg",57.3149,"1!",0.5477
"SON2_012.20","2012",1,20,20,"negative","31M_F.png","Context004.jpg",59.3766,"1!",0.7818
"SON2_012.21","2012",1,21,21,"negative","37M_F.png","Context004.jpg",61.4551,"1!",0.8315
"SON2_012.22","2012",1,22,22,"neutral","22M_N.png","Context004.jpg",63.5338,"1!",1.2089
"SON2_012.23","2012",1,23,23,"neutral","37M_N.png","Context004.jpg",65.6124,"1!",0.6825
"SON2_012.24","2012",1,24,24,"positive","20M_H.png","Context004.jpg",67.6906,"7&",0.9241
"SON2_012.25","2012",1,25,25,"neutral","31M_N.png","Context004.jpg",69.7692,"1!",0.6617
"SON2_012.26","2012",1,26,26,"positive","01F_H.png","Context004.jpg",71.8475,"1!",1.4392
"SON2_012.27","2012",1,27,27,"positive","22M_H.png","Context004.jpg",73.926,"1!",1.5288
"SON2_012.28","2012",1,28,28,"neutral","41M_N.png","Context004.jpg",76.0042,"1!",1.2585
"SON2_012.29","2012",1,29,29,"neutral","06F_N.png","Context004.jpg",78.0829,"1!",0.9639
"SON2_012.30","2012",1,30,30,"positive","43M_H.png","Context004.jpg",80.1447,"7&",0.7821
"SON2_012.31","2012",1,31,31,"positive","02F_H.png","Context004.jpg",82.2231,"1!",0.6797
"SON2_012.32","2012",1,32,32,"neutral","16F_N.png","Context004.jpg",84.2848,"1!",0.5699
"SON2_012.33","2012",1,33,33,"positive","32M_H.png","Context004.jpg",86.3466,"7&",0.884
"SON2_012.34","2012",1,34,34,"positive","17F_H.png","Context004.jpg",88.425,"7&",0.6696
"SON2_012.35","2012",1,35,35,"positive","33M_H.png","Context004.jpg",90.5035,"7&",0.8552
"SON2_012.36","2012",1,36,36,"negative","21M_F.png","Context004.jpg",92.5987,"1!",1.0801
"SON2_012.37","2012",1,37,37,"neutral","01F_N.png","Context004.jpg",94.6766,"1!",0.7622
"SON2_012.38","2012",1,38,38,"negative","08F_F.png","Context004.jpg",96.8219,"1!",0.7847
"SON2_012.39","2012",1,39,39,"neutral","43M_N.png","Context004.jpg",98.8841,"7&",0.6183
"SON2_012.40","2012",1,40,40,"negative","12F_F.png","Context004.jpg",100.9622,"1!",0.8765
"SON2_012.41","2012",1,41,41,"neutral","27M_N.png","Context004.jpg",103.0242,"1!",0.8861
"SON2_012.42","2012",1,42,42,"neutral","14F_N.png","Context004.jpg",105.1024,"1!",1.0563
"SON2_012.43","2012",1,43,43,"positive","30M_H.png","Context004.jpg",107.1809,"1!",0.7618
"SON2_012.44","2012",1,44,44,"neutral","03F_N.png","Context004.jpg",109.2598,"7&",0.5473
"SON2_012.45","2012",1,45,45,"neutral","23M_N.png","Context004.jpg",111.3378,"1!",0.677
"SON2_012.46","2012",1,46,46,"negative","40M_F.png","Context004.jpg",113.4162,"1!",1.2785
"SON2_012.47","2012",1,47,47,"positive","25M_H.png","Context004.jpg",115.611,"7&",0.6994
"SON2_012.48","2012",1,48,48,"negative","13F_F.png","Context004.jpg",117.7069,"1!",0.6448
"SON2_012.49","2012",1,49,49,"neutral","40M_N.png","Context004.jpg",119.7844,"7&",0.8622
"SON2_012.50","2012",1,50,50,"negative","09F_F.png","Context004.jpg",121.8632,"7&",1.1198
"SON2_012.51","2012",1,51,51,"negative","16F_F.png","Context004.jpg",123.9414,"1!",0.9293
"SON2_012.52","2012",1,52,52,"neutral","26M_N.png","Context004.jpg",126.0198,"1!",0.8669
"SON2_012.53","2012",1,53,53,"neutral","07F_N.png","Context004.jpg",128.0991,"1!",1.0365
"SON2_012.54","2012",1,54,54,"negative","35M_F.png","Context004.jpg",130.1767,"1!",0.782
